,song,artist,text
10,Middle,DJ Snake Featuring Bipolar Sunshine,"[Verse 1]
Starin' at two different views on your window ledge
Coffee has gone cold, it's like time froze

[Pre-Chorus 1]
There you go wishin', floatin' down our wishin' well
It's like I'm always causin' problems, causin' hell
I didn't mean to put you through this, I can tell
Are we gonna sweep this under the carpet?

[Chorus]
I hope that I can turn back the time
To make it all alright, all alright for us
I'll promise to build a new world
For us two with you in the middle

[Break]
(You in the middle)
(You in the middle)

[Verse 2]
(Ly-, ly-, ly-, ly-)
Lyin' down beside you, what's goin' through your head?
The silence in the air felt like my soul froze

[Pre-Chorus 2]
Am I just overthinkin' feelings I can sell?
This gut feelin' I'm tryna get off me as well
I hope we find our missin' pieces and just chill
Are we gonna sweep it under the carpet?

[Chorus]
I hope that I can turn back the time
To make it all alright, all alright for us
I'll promise to build a new world
For us two with you in the middle

[Break]
(You in the middle)
(You in the middle)

[Outro]
(You)
Thank the children, just thank the children
(You)
Thank the children, just thank the children"
11,Element.,Kendrick Lamar,"[Intro: Kid Capri & Kendrick Lamar]
New Kung Fu Kenny
Ain't nobody prayin' for me
Y'all know, what happens on Earth stays on Earth
Here we go!
I don't give a fuck, I don't give a fuck
I don't give a, I don't give a, I don't give a fuck

[Verse 1]
I'm willin' to die for this shit
I done cried for this shit, might take a life for this shit
Put the Bible down and go eye for an eye for this shit
D-O-T my enemy, won't catch a vibe for this shit, ayy
I been stomped out in front of my mama
My daddy commissary made it to commas
Bitch, all my grandmas dead
So ain't nobody prayin' for me, I'm on your head, ayy
Thirty millions later, know the feds watchin'
Auntie on my Telegram like, ""Be cautious!""
I be hangin' out at Tam's, I be on Stockton
I don't do it for the 'Gram, I do it for Compton
I'm willin' to die for this shit, nigga
I'll take your fuckin' life for this shit, nigga
We ain't goin' back to broke, family sellin' dope
That's why you maney-ass rap niggas better know

[Chorus]
If I gotta slap a pussy-ass nigga, I'ma make it look sexy
If I gotta go hard on a bitch, I'ma make it look sexy
I pull up, hop out, air out, made it look sexy
They won't take me out my element
Nah, take me out my element

[Verse 2]
I'm allergic to a bitch nigga, ayy
An imaginary rich nigga, ayy
Seven figures ho, that's slimmer than my bitch figure, ayy
Goin' digital and physical on all y'all, ayy
Bunch of criminals and money in my phone calls, ayy
We okay, we let the A1 fly
Relocate, jump on the same G5
Checkin' for me heavy 'cause I go yeah, I go yeah
They never been ready, yeah, I know yeah, know yeah
100K spread across the floor, 'cross the floor, yeah
None of y'all fuckin' with the flow yeah, the flow yeah
Years in the makin', and don't y'all mistake it
I got 'em by a landslide, we talkin' about races
You know this'll never be a tie, just look at they laces
You know careers take off, just gotta be patient
Mr. One through Five, that's the only logic
Fake my death, go to Cuba, that's the only option

[Chorus]
If I gotta slap a pussy-ass nigga, I'ma make it look sexy
If I gotta go hard on a bitch, I'ma make it look sexy
I pull up, hop out, air out, made it look sexy
They won't take me out my element
Nah, take me out my element

[Bridge]
Damned if I do, if I don't (Yuh)
Goddamn us all if you won't (Yuh)
Damn, damn, damn, it's a goddamn shame
You ain't front in line, get out the goddamn way

[Verse 3]
Niggas thought they wasn't gonna see me, huh?
Niggas thought that K-Dot real life
Was the same life they see on TV, huh?
Niggas wanna flex on me and be in L.A. for free, huh?
Next time they hit the 10 freeway, we need a receipt, huh?
'Cause most of y'all ain't real, most of y'all gon' squeal
Most of y'all just envy, but jealousy get you killed
Most of y'all throw rocks and try to hide your hand
Just say his name and I promise that you'll see Candyman
Because it's all in your eyes, most of y'all tell lies
Most of y'all don't fade, most of y'all been advised
Last LP I tried to lift the black artists
But it's a difference between black artists and wack artists

[Outro: Kendrick Lamar & Kid Capri]
If I gotta slap a pussy-ass nigga, I'ma make it look sexy
It's the one and only, the world's greatest, the Kid Capri
If I gotta go hard on a bitch, I'ma make it look sexy
I pull up, hop out, air out, made it look sexy
They won't take me out my element
Nah, take me out my element"
12,Dreamcatcher,Metro Boomin Featuring Swae Lee & Travis Scott,"[Intro]
When you come back in here, we gon' be like, ayy!
Trust me, bitch, trust me

[Verse 1: Swae Lee]
Hypnotize me with that motion
Girl, you might even provoke me
To spend, spend all I've got
I can get it back real quick
Give you an experience
Like you've never had before
Dreamcatcher on your thigh, yeah
How'd you get so fine, babe?
I can make you go night, night
I can make you go night, night
You be down for whatever
When I pour it up, I don't measure (Hey)
Say you love me five-ever
All of a sudden
Make this bitch jump like a step team
See my diamonds, can you say, ""Wet dream""?
First, let me close the bamboo blinds
She don't say my name but she gonna scream it

[Refrain: Swae Lee]
Dancin' in the strobe lights
With your eyes on me
I don't need to know your sign
Do you see somethin' you like?

[Chorus: Travis Scott]
I know what you're into
I know what you're into
I know what you're into

[Verse 2: Travis Scott]
Hey, yeah!
I can't take your call, I need FaceTime
Rode the metro, took the bassline
Took all the good stuff, now it ain't mine (Hey)
You've been gone for forever
How much I miss your love, I can't measure (No)
Know you got it, nothin' special
But just for this night, go up a level (Hey)
When we pop outside, let you take lead (Lead)
She just treat the dick like a jetski (Skeet, skeet)
Models posted up like a set piece (Piece)
Where you get these from? I can't take these (Down, yeah)
I'm the one, number one
I've done finally found my home between the moon and the sun
Every time we come around, just know it move and it run
Man it's crazy, all my youngins gotta move with a gun
Drop it down, drop it down, way you do it
Know you come from out of town
I've been stuck off in my ways, I've been workin' on it
On some on my own time, don't be waitin' on me
I've been zoned out in the days, it's a head burst
I've been livin' through a maze on my Fred Durst
Get that shit from out my way, make the mess worse
To the A.M., I make my rounds
Not a peep, don't hear a sound
Now you know if you ain't know it, now you know

[Chorus: Swae Lee & Travis Scott]
I know what you're into
I know what you're into
I know what you're into
Into, I know what you're into
I know what you're into
I know what you're into
Into, I know what you're into
I know what you're into
I know what you're into (Hey)

[Refrain: Swae Lee]
Dancin' in the strobe lights
With your eyes on me
I don't need to know your sign
Do you see somethin' you like?

[Chorus: Travis Scott]
I know what you're into
I know what you're into
I know what you're into"
13,Know Yourself,Drake,"[Part 1]

[Intro]
Hol' it yute, hol' it, hol' it, hol' it, hol' it, hol' it
No sleepin' in the streets!
Shaky warrior
Yeah, this that Oliver, 40, Niko shit man
15 Fort York shit, y'know?
Boi-1da, what's poppin'?
Yeah, yeah

[Verse 1]
Runnin' through the 6 with my woes
Countin' money, you know how it goes
Pray the real live forever, man
Pray the fakes get exposed
I want that Ferrari, then I swerve
I want that Bugatti, just to hurt
I ain't rockin' my jewelry, that's on purpose
Niggas want my spot and don't deserve it
I don't like how serious they take themselves
I've always been me, I guess I know myself
Shakiness, man, I don't have no time for that
My city too turned up, I'll take the fine for that
This been where you find me at
That's been where you find me at
I know a nigga named Johnny Bling
He put me on to the finer things
Had a job sellin' Girbaud jeans
I had a yellow TechnoMarine
Then Kanye dropped, it was polos and backpacks
Man, that was when Ethan was pushin' a Subaru hatchback
Man, I'm talkin' way before hashtags
I was runnin' through the 6 with my woes
(Yeah!)

[Part 2]

[Beat Switch]

[Chorus]
I was runnin' through the 6 with my woes
You know how that should go
You know how that should go
You know how that should go
Runnin' through the 6 with my woes
You know how that should go
You know how that should go
You know how that should go
Don't fuck with them niggas, they too irrational, woah

[Verse 2]
This is that nasty flow
Top boy in this shit, I'm so international
Reps up is in here
Got P Reign and Chubby and TJ and Winnie and whoa
Yeah, and you know how that shit go
I might declare it a holiday as soon as Baka get back on the road
Yeah, but you know how that shit go
They so irrational, they don't wanna patch it up
They wanna mash it up, woah
My nigga Jibba, he whip it, I ride in the passenger
I'm way up, I stay up, I'm two up, I'm three up
I had to get back to you, woah
I'm turnin' into a nigga that thinks about money and women
Like 24/7, that's where my life took me
That's just how shit happened to go
And you know
Runnin' through the 6 with my, with my

[Chorus]
I was running through the 6 with my woes
And you know how that should go
You know how that should go
You know how that should go
Runnin' through the 6 with my woes
You know how that should go
You know how that should go
You know how that should go
Runnin' through the 6 with my woes
You know how that should go

[Outro: Popcaan & Drake]
...Shell out, all if yuh eye nuh big
Always haffi look out, yuh no know if yuh head book out
Dun know, a de Unruly boss, dis man
No bomboclat, otha
And if a boy nuh like OVO or Chromatic
Yuh can jus suck yuh mada!!
With no apology, if you nuh like we, we nuh like you neither youth
Your girl a say we cute, if you diss you will get execute
That's the truth, OVO Unruly
(Machine gun shots)
With my woes"
14,Move,Luke Bryan,"[Verse 1]
Your mama packed y'all up and moved you to the south
Packed a U-Haul cross a one-tree yard
To a tin roof shotgun house
You didn't know nobody, didn't talk too much
Had a rocking little body with a yankee strut
A little shy side, a little wild side
With your long blonde hair all pulled up
Then you got in with some southern belles
Cut your jeans off with a rebel yell
Learned the talk of the Bible belt
Now, girl, I melt when you

[Chorus]
M-O-V-E, I love it
Yeah, I love it when you get that beat
Boots on, stomp your feet
It's like you've been waiting all week
Move like you do
All sexy and smooth
Like you love to
Oh, girl, look at you
Legs and your hips
Live oak moonlit
When that song hits
Damn, you turn it loose
Stars of the southern sky
Buzz of the fire and ice
DJ plays that throwback tune
But I can't move when you move

[Verse 2]
It's like there's something in the air
That turns you wild when a country song
Is way up loud and the sun goes down
Right about then, you lock eyes on me
You got me where you want me, where I wanna be
All up in the middle of your left and right
Just side to side, yeah, you're right on time when you

[Chorus]
M-O-V-E, I love it
Yeah, I love it when you get that beat
Boots on, stomp your feet
It's like you've been waiting all week
Move like you do
All sexy and smooth
Like you love to
Oh, girl, look at you
Legs and your hips
Live oak moonlit
When that song hits
Damn, you turn it loose
Stars of the southern sky
Buzz of the fire and ice
DJ plays that throwback tune
And I can't move when you move

[Bridge]
Let me talk to you
M-O-V-E
I love it when you, love it when you feel the beat
C-O-M-E
Come on, I wanna see you

[Chorus]
Move like you do
All sexy and smooth
Like you love to
Oh, girl, look at you
Legs and your hips
Live oak moonlit
When that song hits
Damn, you turn it loose
Stars of the southern sky
Buzz of the fire and ice
DJ playing throwback tunes
I wanna move when you
But I can't move when you
No, I can't move when you move
No, I can't move when you move"
15,I Need Your Love,"Shaggy Featuring Mohombi, Faydee, Costi","[Intro]
Yeah, luv, it's party time
Mohombi, Costi, Shaggy (rude boy)
Faydee

[Chorus: Mohombi and Faydee]
Habibi lei, Habibi lei, Habibi lei lei lei lei-lei
Habibi lei, Habibi lei, Habibi
I need your love, I need your love, I need your lalalalalala
Let me love you, oh-oh

[Verse 1: Shaggy]
If I love you, love me right back
The kind of love that keep you comin' back
If I love you, love me right back
Don't ever leave me, girl, don't do me that
So please (stay!), don't walk (away!)
Gimme another chance to love you the right (way!)
Girl, my true feelings pushing up
Woman, your love mi can't do without

[Verse 2: Faydee]
Who am I without you by my side?
Every little piece of my heart broken in the dark
Wishin' I could hold you now...
When you were here for me, I was not there for you
I was too blind, couldn't see what you did for me
Now I don't know what to do

[Bridge: Faydee]
Ladi ladi ram tam, ladi ladi ram tam
I'll be right here for you
Ladi ladi ram tam, ladi ladi ram tam
I'll be calling out for you, can you hear me?
(Toca toca latino!)

[Chorus: Mohombi and Faydee]
Habibi lei, Habibi lei, Habibi lei lei lei lei-lei
Habibi lei, Habibi lei, Habibi
(Quiero quie-ie, te quiero mi amor)
I need your love, I need your love, I need your lalalalalala
(Papi chulo) Let me love you, oh-oh

[Verse 3: Shaggy]
And every time that you think to leave
I'll be don't, don't, don't, don't go
And every time that you think of me
I'll want your big bright smile, just glow
There's no ""us"" without you, girl
And when mi look inna mi future, see you, girl
My true feelings pushing up
Woman, your love me can't do without

[Chorus: Mohombi and Faydee]
Habibi lei, Habibi lei, Habibi lei lei lei lei-lei
Habibi lei, Habibi lei, Habibi
(Tengo baby)
I need your love, I need your love, I need your lalalalalala
(Papi chulo) Let me love you, oh-oh"
16,Smooth,Florida Georgia Line,"Hmm-hmm-hmm-hmm
Hmm-hmm-hmm-hmm

Smooth
Like a Tennessee Walker
Just a walking on the water
You're smooth
Like a Sunday morning Elvis
Singing Gospel it's a hell of a
Groove
Like the lines on her Mercury
Girl you're put together perfectly

Good lord almighty
Girl, you go down good
You ain't even trying
Cause you wrote the book
There ain't nobody
That do me like you
The way you move that body
Girl, you're so smooth

Like cat daddy driving
A Caddy from Cali baby
You're smooth
Like young love buzzing
Off an old camp bottle by the
Moon
Blackberry jam, finger-licking
Off your hand flying out the window

Good lord almighty
Girl, you go down good
You ain't even trying
Cause you wrote the book
There ain't nobody
(There ain't nobody)
That do me like you
(Do me like you)
The way you move that body
(The way you move that body)
Girl, you're so smooth
(So smooth)
Smooth, smooth

You're a stroke on the canvas
A brick road to Kansas
My little summer time jam

Good lord almighty
Girl, you go down good
You ain't even trying
Cause you wrote the book
There ain't nobody
(There ain't nobody)
That do me like you
(Do me like you)
The way you move that body
(The way you move that body)
Girl, you're so smooth
(So smooth)
Smooth, smooth
(You so smooth)
Smooth"
17,Company,Justin Bieber,"[Chorus]
Can we, we keep
Keep each other company?
Maybe we, can be
Be each other's company
Oh company

[Verse 1]
Let's end each other's lonely nights
Be each other's paradise
Need a picture for my frame
Someone to share my reign
Tell me what you wanna drink
I'll tell you what I got in mind
Oh, I don't know your name
But I feel like that's gonna change

[Pre-Chorus]
You ain't gotta be my lover
For you to call me baby
Never been about no pressure
Ain't that serious

[Chorus]
Can we, we keep
Keep each other company? (Oh)
Maybe we, can be
Be each other's company
Oh company

[Post-Chorus]
Oooooooooh
Oooooooooh
Oooooooooh
Oooooooooh

[Verse 2]
It ain't about the complications
I'm all about the elevation
We can keep it goin' up
Oh, don't miss out on us
Just wanna have a conversation
Forget about the obligations
Maybe we can stay in touch
Oh that ain't doin' too much

[Pre-Chorus]
You ain't gotta be my lover
For me to call you baby
Never been about no pressure
Ain't that serious, no

[Chorus]
Can we, we keep
Keep each other company?
Maybe we, can be
Be each other's company
Oh company

[Post-Chorus]
Yeah yeah
Oooooooooooh
Oooooooooooh
Oooooooooooh
Oooooooooooh

[Chorus]
Can we be, can we be
Be each other's company?
Be each other's company (Oh)
Just be each other's company
Be each others company (Oh, oh-oh-oh)
Can we, we keep
Keep each other company? (Oh)
Maybe we, can be
Be each other's company
Oh company"
18,Relationship,Young Thug Featuring Future,"[Pre-Chorus: Young Thug]
Yeah, shinin' hard 'cause we back up (back up)
Rose gold from your neck up (young BL$$D, boy, you saucin')
You know shit gon' get sloppy, tryna check us (check us)
Pop an X pill like we Malcolm (young BL$$D, boy, you saucin'), yeah
(BL$$D)

[Chorus: Future]
I'm in a relationship with all my bitches, yeah
I need to cut some of 'em off, I need help
I got some bad tings, I want her to myself
Had to take the time to cut 'em off, I need help
I know how to make the girl go crazy
When you treat her like your number one baby
Put my bitches on yachts, we don't do jet-skis
Put your ice on rocks, they need to help me

[Verse 1: Future & Young Thug]
No baby, your collection, won't stand for it
You know you're in relationship with all us
I get a few texts a day sayin', ""It's all yours""
I got a few states on speed dial like good drugs
Get in your bag, uh, yeah, get in your bag, uh
Hundred new purse for a brat, uh
Comin' down the street, new Jag (skrt)
Turbo bitch 'bout to drag, nigga had M's 'fore ass
Got a brand new bitch, who that?
Rock the flooded AP, all black
White toes, get me a tan, cocaine, killing time
All a bitch wanna do is shine, Audemars, pick which kind
I made you a starter, you went from a dime to a quarter
I Chico DeBarge it, I'm leaving that loud in apartments, yeah
Don't play with a sergeant (ah), I'm ready to spoil it (ah)
She suck on my dick (yeah), I'm hidin' in the closet (uh)
I'm higher than the moon, three mil' in the room
You get silver spoon, I bought you some goons

[Pre-Chorus: Young Thug]
Shinin' hard 'cause we back up (back up)
Rose gold from your neck up (yeah)
You know shit gon' get sloppy, tryna check us (check us)
Pop an X pill like we Malcolm, yeah, hey

[Chorus: Future]
I'm in a relationship with all my bitches, yeah
I need to cut some of 'em off, I need help
I got some bad tings, I want her to myself
Had to take the time to cut 'em off, I need help
I know how to make the girls go crazy
When you treat her like your number one baby
Put my bitches on yachts, we don't do jet-skis
Put your ice on rocks, they need to help me

[Verse 2: Future & Young Thug]
I don't do jet-skis, give me the yacht please
I made you queen status, check out my lean status
I'm in a relationship with all my bitches, yeah
I put my dick inside her mouth before she left
Yeah, I built relationships with all my bitches, yes
I put my dick right in her mouth before she act
I got your bitch in a backpack
I paid extra for the crib, it got a kid shack
I paid extra for the crib, it got a game room
Got a penthouse in the back, it ain't my main room
Tamika, Jo and Porsche they kept it silent
That's the only reason I let 'em fly private

[Pre-Chorus: Young Thug]
Shinin' hard 'cause we back up (back up)
Rose gold from your neck up (yeah)
You know shit gon' get sloppy, tryna check us (check us)
Pop an X pill like we Malcolm, yeah, hey

[Chorus: Future]
I'm in a relationship with all my bitches, yeah
I need to cut some of 'em off, I need help
I got some bad tings, I want her to myself
Had to take the time to cut 'em off, I need help
I know how to make the girl go crazy
When you treat her like your number one baby
Put my bitches on yachts, we don't do jet-skis
Put your ice on rocks, they need to help me"
19,Zack And Codeine,Post Malone,"[Chorus]
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
Thirty bottles, yeah, the bill is on me (On me)
Been livin' fast, no, I can't take it slowly (Slowly)
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
We on a bender, we ain't gettin' no sleep (No sleep)
We turned the hotel lobby to a party

[Verse 1]
I'm whippin' a foreign, I can't whip no Beetle (Can't whip no Beetle, can't whip no Beetle)
I rock that Saint Laurent over my beater (Over my beater)
I like to stunt like I'm Evel Knievel (Ooh)
But, it don't mean nothin' without all my people (Oh)
When I step up on stage, hands up to the sky (Hands up to the sky)
Every little thing I do, they always analyze (They always analyze)
Gave that bitch a little blow and then she come alive (Ooh, wow!)
Started dancin' on the table, like she had on mine (Yeah)

[Pre-Chorus]
I don't fuck with nobody (No), yeah, you hardly know me (Oh)
What you take me for (Take me for), no, I can't save your soul (Oh)
I don't fuck with nobody, yeah, you hardly know me (You don't know me, know me)
Please just leave me alone (Ayy)

[Chorus]
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
Thirty bottles, yeah, the bill is on me (On me)
Been livin' fast, no, I can't take it slowly (Slowly)
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
We on a bender, we ain't gettin' no sleep (No sleep)
We turned the hotel lobby to a party

[Verse 2]
Made a hundred bands, saw all your hands out (All your hands out)
No, my friend, can't do no handouts (Do no handouts)
All these rappers, all sound the same now (Sound the same now)
Sayin' I'm to blame, now y'all see me on the TV (Ooh)
Multimillionaire by the time I'm 23 (Ooh)
Gettin' no sleep (No), ragin' for a week (Ooh)
I hit number one and I ain't even hit my peak (Ahh)
I just had to tell 'em

[Pre-Chorus]
I don't fuck with nobody, yeah, you hardly know me
What you take me for, no, I can't save your soul
I don't fuck with nobody, yeah, you hardly know me (Hardly know me)
Please just leave me alone (Leave me alone)

[Chorus]
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
Thirty bottles, yeah, the bill is on me (On me)
Been livin' fast, no, I can't take it slowly (Slowly)
Man, my life so sweet, I feel like Cody (Cody)
I wake up, rinse my mouth with fuckin' codeine (Codeine)
We on a bender, we ain't gettin' no sleep (No sleep)
We turned the hotel lobby to a party

[Outro]
We ain't sleepin', we ain't sleepin', we ain't (We ain't sleepin', we ain't sleepin')
We ain't sleepin', we ain't sleepin' tonight (No)
We ain't sleepin', we ain't sleepin', no way (Oh, yeah, we ain't sleepin')
Pour that drink, 'cause we ain't sleepin' tonight (No)"
20,Stargirl Interlude,The Weeknd Featuring Lana Del Rey,"[Verse: Lana Del Rey]
I had a vision
A vision of my nails in the kitchen
Scratching counter tops, I was screaming
My back arched like a cat
My position couldn't stop, you were hitting it
And I shouldn't cry, but I love it, star boy
And I shouldn't cry, but I love it (I love it), star boy
And I shouldn't cry, but I love it, star boy
And I shouldn't cry, but I love it, star boy

[Outro: The Weeknd]
I just want to see you shine 'cause I know you are a star, girl
I just want to see you shine 'cause I know you are a star, girl
I just want to see you shine 'cause I know you are a star, girl
I just want to see you shine 'cause I know you are a star, girl"
21,Look Alive,Rae Sremmurd,"[Intro: Swae Lee]
EarDrummers
I'm so far out of sight
Sounds about right
Mike WiLL Made-It

[Hook: Swae Lee]
I'm so far out of sight
Yeah that sounds about right
Sounds about right
Kill this cup, not my vibe
Wait
Be the highlight of my night
Look alive, look alive
We can start with something light
Look alive
I can get you so right
I just need an invite

[Verse 1: Slim Jxmmi]
I'm a smooth criminal
Michael Jackson moonwalkin'
Like I'm on a pill or somethin'
Five bitches 'round me, mane
It's 'bout to be a royal rumble
Hands up if you want the lumber
Hands up if your head the dumbest
Promise I'ma keep you cummin'
I get throwed out my mind
Grab a cup, catch a vibe
You look at me and you see big diamonds
I pressed the button on the coupe
The ceilin' go behind me

[Hook: Swae Lee]
I'm so far out of sight
Yeah that sounds about right
Sounds about right
Kill this cup, not my vibe
Wait
Be the highlight of my night
Look alive, look alive
We can start with something light
Look alive
I can get you so right
I just need an invite

[Verse 2: Swae Lee]
You my target, no doubt
Somethin' 'bout you really stood out (poke it out!)
Come here, baby, cause you got three strikes
Come here, baby cause you got what I like
Lit from head to toe (like Bic!)
We can pour us a cointreau
Kick back, we can roll
I'ma stay rollin' indo
Shoppin' spree before breakfast
Yeah we stay in the latest
I'ma see to it, that you go crazy
Don't think I'm here to judge
I'ma rock you like a baby
Turn you out, yeah I'm that one
I'ma get you where I want you

[Hook: Swae Lee]
I'm so far out of sight
Yeah that sounds about right
Sounds about right
Kill this cup, not my vibe
Wait
Be the highlight of my night
Look alive, look alive
We can start with something light
Look alive
I can get you so right
I just need an invite"
