,song,artist,text
Like Scarface bitch, the world is mine, you should read the blimp
So either you gon' take a ride, or you gon' stay with him
'Cause I got places I can be, I get yo ass on the scene
Gucci, CB VIP, so fuck them niggas, look at me, Wop

[Chorus: Chris Brown]
Pull up on your bitch, tell your man I'm sorry
Hundred on my wrist, jumpin' out the 'rari
Ooh, she hit the splits, she know how to party
When I'm with my clique, we know how to party
How to party, yeah, we know how to party
How to party, yeah, we know how to party
How to party, yeah, we know how to party
How to party, yeah, we know how to party"
12,I'm Not The Only One,Sam Smith,"[Instrumental]

[Verse 1]
You and me, we made a vow
For better or for worse
I can't believe you let me down
But the proof's in the way it hurts
For months on end I've had my doubts
Denying every tear
I wish this would be over now
But I know that I still need you here

[Chorus]
You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

[Verse 2]
You've been so unavailable
Now, sadly, I know why
Your heart is unobtainable
Even though Lord knows you kept mine

[Chorus]
You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

[Bridge]
I have loved you for many years
Maybe I am just not enough
You've made me realise my deepest fear
By lying and tearing us up

[Chorus]
You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

[Outro]
I know I'm not the only one
I know I'm not the only one
And I know, and I know, and I know, and I know, and I know, and I know, know
I know I'm not the only one"
13,Havana,Camila Cabello Featuring Young Thug,"[Intro: Pharrell Williams]
Hey

[Chorus: Camila Cabello & Pharrell Williams]
Havana, ooh na-na (ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
He took me back to East Atlanta, na-na-na, ah
Oh, but my heart is in Havana (ayy)
There's somethin' 'bout his manners (uh huh)
Havana, ooh na-na (uh)

[Verse 1: Camila Cabello & Pharrell Williams]
He didn't walk up with that ""how you doin'?"" (uh)
When he came in the room
He said there's a lot of girls I can do with (uh)
But I can't without you
I knew him forever in a minute (hey)
That summer night in June
And papa says he got malo in him (uh)
He got me feelin' like...

[Pre-Chorus: Camila Cabello & Pharrell Williams]
Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (ayy)
I knew it when I met him (ayy), I loved him when I left him
Got me feelin' like, ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh
And then I had to tell him, I had to go
Oh na-na-na-na-na (woo)

[Chorus: Camila Cabello & Pharrell Williams]
Havana, ooh na-na (ayy, ayy)
Half of my heart is in Havana, ooh na-na (ayy, ayy)
He took me back to East Atlanta, na-na-na (uh huh)
Oh, but my heart is in Havana (ayy)
My heart is in Havana (ayy)
Havana, ooh na-na

[Verse 2: Young Thug]
Jeffery, just graduated, fresh on campus, mmm
Fresh out East Atlanta with no manners, damn (fresh out East Atlanta)
Bump on her bumper like a traffic jam
Hey, I was quick to pay that girl like Uncle Sam (here you go, ayy)
Back it on me
Shawty cravin' on me, get to eatin' on me (on me)
She waited on me (then what?)
Shawty cakin' on me, got the bacon on me (wait up)
This is history in the makin', on me (on me)
Point blank, close range, that B
If it cost a million, that's me (that's me)
I was gettin' mula, baby

[Chorus: Camila Cabello & Pharrell Williams]
Havana, ooh na-na (ayy, ayy)
Half of my heart is in Havana, ooh na-na (oh, ayy, ayy)
He took me back (uh huh) to East Atlanta, na-na-na (oh, no)
Oh, but my heart is in Havana (ayy)
My heart is in Havana (ayy)
Havana, ooh na-na

[Bridge: Starrah & Camila Cabello]
Ooh na-na, oh, na-na-na (ooh, ooh-ooh-ooh-ooh-ooh-ooh)
Take me back, back, back like...
Ooh na-na, oh, na-na-na (yeah, babe)
Take me back, back, back like...
Ooh na-na, oh, na-na-na (yeah, yeah)
Take me back, back, back like...
Ooh na-na, oh, na-na-na (yeah, babe)
Take me back, back, back
Hey, hey...
Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (hey)
Ooh, ooh-ooh-ooh-ooh-ooh-ooh-ooh (hey)
Take me back to my Havana...

[Chorus: Camila Cabello & Pharrell Williams]
Havana, ooh na-na (hey)
Half of my heart is in Havana, ooh na-na (oh, yeah)
He took me back to East Atlanta, (ayy, ayy) na-na-na
Oh, but my heart is in Havana
My heart is in Havana (ayy)
Havana, ooh na-na

[Outro: Starrah, Camila Cabello & Pharrell Williams]
Uh huh
Oh, na-na-na (oh, na, yeah)
Oh, na-na-na
Oh, na-na-na (no, no, no, take me back)
Oh, na-na-na
Havana, ooh na-na"
14,Tell Me You Love Me,Demi Lovato,"[Verse 1]
Oh no, here we go again
Fighting over what I said
I'm sorry, yeah I’m sorry
Bad at love, no, I'm not good at this
But I can't say I’m innocent
Not hardly, but I'm sorry

[Pre-Chorus]
And all my friends, they know and it's true
I don't know who I am without you
I got it bad, baby
Got it bad

[Chorus]
Oh, tell me you love me
I need someone on days like this, I do
On days like this
Oh, tell me you love me
I need someone
On days like this, I do
On days like this
Oh, can you hear my heart say
Ooohhhh, ooh
No, you ain't nobody 'til you got somebody
You ain't nobody 'til you got somebody

[Verse 2]
And I hope I never see the day
That you move on and be happy without me
Without me
What’s my hand without your heart to hold?
I don’t know what I'm living for
If I’m living without you

[Pre-Chorus]
All my friends, they know and it's true
I don't know who I am without you
I've got it bad, baby
I got it bad

[Chorus]
Oh, tell me you love me
I need someone on days like this, I do
On days like this
Oh, tell me you love me
I need someone
On days like this, I do
On days like this
Oh, can you hear my heart say
Ooohhhh, ooh
You ain’t nobody 'til you got somebody
You ain't nobody 'til you got somebody
My heart's like
Ooooh, ooh
No, you ain't nobody 'til you got somebody
You ain't nobody 'til you got somebody

[Bridge]
Everything I need
Is standing in front of me
I know that we will be alright, alright, yeah
Through the ups and downs
Baby, I'ma stick around
I promise we will be alright, alright

[Chorus]
Oh, tell me you love me
I need someone on days like this, I do
On days like this
Oh, tell me you love me
I need someone
On days like this, I do
On days like this
Oh, can you hear my heart say
Ooohhhh, ooh
You ain't nobody 'til you got somebody
You ain't nobody 'til you got somebody

[Outro]
My heart's like
Ooooh, ooh
Everything I need
Is standing right in front of me
I know that we will be alright, alright, yeah"
15,24K Magic,Bruno Mars,"[Intro]
Tonight
I just want to take you higher
Throw your hands up in the sky
Let's set this party off right

[Chorus]
Players, put yo' pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Verse 1]
Pop pop, it's show time (Show time)
Show time (Show time)
Guess who's back again?
Oh they don't know? (Go on tell 'em)
Oh they don't know? (Go on tell 'em)
I bet they know soon as we walk in (Showin' up)
Wearing Cuban links (ya)
Designer minks (ya)
Inglewood's finest shoes (Whoop, whoop)
Don't look too hard
Might hurt ya'self
Known to give the color red the blues

[Pre-Chorus]
Ooh shit, I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me and they waking up the rocket
(Keep up)
Why you mad? Fix ya face
Ain't my fault y'all be jocking
(Keep up)

[Chorus]
Players only, come on
Put your pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Verse 2]
Second verse for the hustlas (hustlas)
Gangstas (gangstas)
Bad bitches and ya ugly ass friends (Haha)
Can I preach? (Uh oh) Can I preach? (Uh oh)
I gotta show 'em how a pimp get it in
First, take your sip (sip), do your dip (dip)
Spend your money like money ain't shit (Whoop, whoop)
We too fresh
Got to blame it on Jesus
Hashtag blessed
They ain't ready for me

[Pre-Chorus]
I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me and they waking up the rocket
(Keep up)
Why you mad? Fix ya face
Ain't my fault y'all be jocking
(Keep up)

[Chorus]
Players only, come on
Put your pinky rings up to the moon
Hey girls
What y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Bridge]
(Wooh)
Everywhere I go they be like
Ooh, so player ooh
Everywhere I go they be like
Ooh, so player ooh
Everywhere I go they be like
Ooh, so player ooh
Now, now, now
Watch me break it down like (Uh)
24 karat, 24 karat magic
What's that sound?
24 karat, 24 karat magic
Come on now
24 karat, 24 karat magic
Don't fight the feeling
Invite the feeling

[Chorus]
Just put your pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Put your pinky rings up to the moon
Girls, what y'all trying to do? (Do)
24 karat magic in the air
Head to toe so player
(24 karat)
Uh, look out

[Outro]
(24 karat magic, magic, magic)"
16,Jealous,Nick Jonas,"[Verse 1]
I don't like the way he's looking at you
I'm starting to think you want him too
Am I crazy? Have I lost ya?
Even though I know you love me, can't help it

[Pre-Chorus]
I turn my chin music up
And I'm puffing my chest
I'm getting red in the face
You can call me obsessed
It's not your fault that they hover
I mean no disrespect
It's my right to be hellish
I still get jealous

[Chorus]
'Cause you're too sexy beautiful
And everybody wants a taste
That's why (that's why) I still get jealous
'Cause you're too sexy beautiful
And everybody wants a taste
That's why (that's why) I still get jealous

[Verse 2]
I wish you didn't have to post it all
I wish you'd save a little bit just for me
Protective or possessive? Girl
Call it passive or aggressive?

[Pre-Chorus]
I turn my chin music up
And I'm puffing my chest
I'm getting red in the face
You can call me obsessed
It’s not your fault that they hover
I mean no disrespect
It's my right to be hellish
I still get jealous

[Chorus]
'Cause you're too sexy beautiful
And everybody wants a taste
That's why (that's why) I still get jealous
'Cause you're too sexy beautiful
And everybody wants a taste
That's why (that's why) I still get jealous (Jealous)

[Bridge]
We're the only ones invited (Invited)
Say there's no one else for you (For you)
'Cause you know I get excited, yeah
When you get jealous too

[Pre-Chorus]
I turn my chin music up
And I'm puffing my chest
I'm turning red in the face
You can call me obsessed
It's not your fault that they hover
I mean no disrespect
It's my right to be hellish
I still get jealous

[Chorus]
'Cause you're too sexy beautiful
And everybody wants a taste
That's why (that's why) I still get jealous
'Cause you're too sexy beautiful (Beautiful)
And everybody wants a taste
That's why (that's why) I still get jealous

[Outro]
Oh, that's why I still get jealous (Jealous)
Oh, that's why I still get jealous (Jealous, jealous, jealous)"
17,Greatest Love Story,LANCO,"[Verse 1]
They said I was nothing but a troublemaker
Never up to no good
You were the perfect All-American girl
Wouldn't touch me even if you could
But you was sneaking out your window every night, riding shotgun in my car
We'd go to the river and find us a spot and we probably went a little too far
Just a little too far

[Chorus 1]
'Cause I was gonna be your forever
You were gonna be my wife
We didn't know any better
Didn't have a clue about life
But I was what you wanted, you were what I needed
And we could meet in between
We were gonna be the greatest love story this town had ever seen

[Verse 2]
So you went off to college and I got a job
I was workin' that 9 to 5
Dreamin' of the days when you were in my arms, I had never felt so alive
I spent my days workin', spent my nights drinkin'
Howlin' at the moon
Screaming for the days when you were coming back
No it couldn't come too soon
Couldn't come too soon

[Chorus 2]
When I was gonna be your forever
And you were gonna be my wife
But you went off to find better and I was learning all about life
But I was what you wanted, you were what I needed
And we could meet in between
We were gonna be the greatest love story this town had ever seen

[Verse 3]
So you came back after a long four years
Your college boyfriend didn't work out
So we went out for a couple of drinks to find out who we are now
Sure, we changed but way deep down you had the same old feelings for me
I went to the store and I bought you a ring and I got down on one knee
Down on one knee
And I said

[Chorus 3]
I'm gonna be your forever
So baby will you be my wife
Now that we know a little better, we could have a real nice life
'Cause I'm what you wanted, you're what I need
So let's meet in between
